PubDate,PubTime,Currency,Event,Actual,Forecast,Previous,CurrEvent,PrevDate,NextDate,PrevH,NextH,PrevD[BTC-USD][O],PrevD[BTC-USD][H],PrevD[BTC-USD][L],PrevD[BTC-USD][C],NextD[BTC-USD][O],NextD[BTC-USD][H],NextD[BTC-USD][L],NextD[BTC-USD][C],CurrD[BTC-USD][O],CurrD[BTC-USD][H],CurrD[BTC-USD][L],CurrD[BTC-USD][C],PrevH[BTC-USD][O],PrevH[BTC-USD][H],PrevH[BTC-USD][L],PrevH[BTC-USD][C],NextH[BTC-USD][O],NextH[BTC-USD][H],NextH[BTC-USD][L],NextH[BTC-USD][C],CurrH[BTC-USD][O],CurrH[BTC-USD][H],CurrH[BTC-USD][L],CurrH[BTC-USD][C]
2022-09-29,12:00,EUR,German CPI (MoM) ,0.019,0.013,0.003,EUR-German CPI (MoM) ,2022-09-28,2022-09-30,11:00,13:00,19104.62109375,19688.34375,18553.296875,19426.720703125,19573.431640625,20109.849609375,19265.662109375,19431.7890625,19427.779296875,19589.265625,18924.353515625,19573.05078125,19455.884765625,19506.361328125,19412.38671875,19484.671875,19226.890625,19323.64453125,18999.732421875,19045.69921875,19483.26171875,19483.26171875,19209.78125,19227.494140625
2022-09-29,12:30,USD,GDP (QoQ) ,-0.006,-0.006,-0.016,USD-GDP (QoQ) ,2022-09-28,2022-09-30,12:00,13:00,19104.62109375,19688.34375,18553.296875,19426.720703125,19573.431640625,20109.849609375,19265.662109375,19431.7890625,19427.779296875,19589.265625,18924.353515625,19573.05078125,19483.26171875,19483.26171875,19209.78125,19227.494140625,19226.890625,19323.64453125,18999.732421875,19045.69921875,,,,
2022-09-29,12:30,USD,Initial Jobless Claims,193000.0,215000.0,209000.0,USD-Initial Jobless Claims,2022-09-28,2022-09-30,12:00,13:00,19104.62109375,19688.34375,18553.296875,19426.720703125,19573.431640625,20109.849609375,19265.662109375,19431.7890625,19427.779296875,19589.265625,18924.353515625,19573.05078125,19483.26171875,19483.26171875,19209.78125,19227.494140625,19226.890625,19323.64453125,18999.732421875,19045.69921875,,,,
2022-09-30,9:00,EUR,CPI (YoY) ,0.1,0.097,0.091,EUR-CPI (YoY) ,2022-09-29,2022-10-01,08:00,10:00,19427.779296875,19589.265625,18924.353515625,19573.05078125,19431.10546875,19471.154296875,19231.08203125,19312.095703125,19573.431640625,20109.849609375,19265.662109375,19431.7890625,19570.18359375,19600.75,19536.20703125,19600.75,19519.673828125,19550.919921875,19475.451171875,19476.962890625,,,,
2022-09-30,12:30,USD,Core PCE Price Index (MoM) ,0.006,0.005,0.001,USD-Core PCE Price Index (MoM) ,2022-09-29,2022-10-01,12:00,13:00,19427.779296875,19589.265625,18924.353515625,19573.05078125,19431.10546875,19471.154296875,19231.08203125,19312.095703125,19573.431640625,20109.849609375,19265.662109375,19431.7890625,19440.322265625,19460.140625,19269.814453125,19302.990234375,19303.05859375,19440.919921875,19265.662109375,19440.919921875,,,,
2022-09-30,12:30,USD,Core PCE Price Index (YoY) ,0.049,0.047,0.047,USD-Core PCE Price Index (YoY) ,2022-09-29,2022-10-01,12:00,13:00,19427.779296875,19589.265625,18924.353515625,19573.05078125,19431.10546875,19471.154296875,19231.08203125,19312.095703125,19573.431640625,20109.849609375,19265.662109375,19431.7890625,19440.322265625,19460.140625,19269.814453125,19302.990234375,19303.05859375,19440.919921875,19265.662109375,19440.919921875,,,,
2022-09-30,13:45,USD,Chicago PMI ,45.7,51.8,52.2,USD-Chicago PMI ,2022-09-29,2022-10-01,13:00,14:00,19427.779296875,19589.265625,18924.353515625,19573.05078125,19431.10546875,19471.154296875,19231.08203125,19312.095703125,19573.431640625,20109.849609375,19265.662109375,19431.7890625,19303.05859375,19440.919921875,19265.662109375,19440.919921875,19438.634765625,19956.736328125,19438.634765625,19956.736328125,,,,
2022-10-03,13:45,USD,S&P Global US Manufacturing PMI ,52.0,51.8,51.5,USD-S&P Global US Manufacturing PMI ,2022-10-02,2022-10-04,13:00,14:00,19311.849609375,19370.30859375,18970.62109375,19044.107421875,19623.583984375,20380.34375,19523.83984375,20336.84375,19044.068359375,19653.54296875,19025.2265625,19623.580078125,19248.744140625,19310.537109375,19184.125,19194.509765625,19195.908203125,19431.416015625,19195.908203125,19412.041015625,,,,
2022-10-03,14:00,USD,ISM Manufacturing PMI ,50.9,52.2,52.8,USD-ISM Manufacturing PMI ,2022-10-02,2022-10-04,13:00,15:00,19311.849609375,19370.30859375,18970.62109375,19044.107421875,19623.583984375,20380.34375,19523.83984375,20336.84375,19044.068359375,19653.54296875,19025.2265625,19623.580078125,19248.744140625,19310.537109375,19184.125,19194.509765625,19410.751953125,19457.9140625,19358.73046875,19358.73046875,19195.908203125,19431.416015625,19195.908203125,19412.041015625
2022-10-03,14:00,USD,ISM Manufacturing Prices ,51.7,51.9,52.5,USD-ISM Manufacturing Prices ,2022-10-02,2022-10-04,13:00,15:00,19311.849609375,19370.30859375,18970.62109375,19044.107421875,19623.583984375,20380.34375,19523.83984375,20336.84375,19044.068359375,19653.54296875,19025.2265625,19623.580078125,19248.744140625,19310.537109375,19184.125,19194.509765625,19410.751953125,19457.9140625,19358.73046875,19358.73046875,19195.908203125,19431.416015625,19195.908203125,19412.041015625
2022-10-04,14:00,USD,JOLTs Job Openings ,10053000.0,10775000.0,11170000.0,USD-JOLTs Job Openings ,2022-10-03,2022-10-05,13:00,15:00,19044.068359375,19653.54296875,19025.2265625,19623.580078125,20335.900390625,20343.748046875,19801.80078125,20160.716796875,19623.583984375,20380.34375,19523.83984375,20336.84375,19965.02734375,20090.91796875,19965.02734375,20086.546875,20100.326171875,20109.0625,20067.78125,20090.126953125,20085.38671875,20182.421875,20067.115234375,20100.208984375
2022-10-05,12:15,USD,ADP Nonfarm Employment Change ,208000.0,200000.0,185000.0,USD-ADP Nonfarm Employment Change ,2022-10-04,2022-10-06,12:00,13:00,19623.583984375,20380.34375,19523.83984375,20336.84375,20161.0390625,20408.392578125,19900.087890625,19955.443359375,20335.900390625,20343.748046875,19801.80078125,20160.716796875,20033.107421875,20056.212890625,20008.80859375,20036.9375,20036.4296875,20036.724609375,19872.755859375,19914.13671875,,,,
2022-10-05,13:45,USD,S&P Global Services PMI ,49.3,49.2,43.7,USD-S&P Global Services PMI ,2022-10-04,2022-10-06,13:00,14:00,19623.583984375,20380.34375,19523.83984375,20336.84375,20161.0390625,20408.392578125,19900.087890625,19955.443359375,20335.900390625,20343.748046875,19801.80078125,20160.716796875,20036.4296875,20036.724609375,19872.755859375,19914.13671875,19914.625,19914.625,19801.80078125,19894.6484375,,,,
2022-10-05,14:00,USD,ISM Non-Manufacturing PMI ,56.7,56.0,56.9,USD-ISM Non-Manufacturing PMI ,2022-10-04,2022-10-06,13:00,15:00,19623.583984375,20380.34375,19523.83984375,20336.84375,20161.0390625,20408.392578125,19900.087890625,19955.443359375,20335.900390625,20343.748046875,19801.80078125,20160.716796875,20036.4296875,20036.724609375,19872.755859375,19914.13671875,19897.0859375,19985.943359375,19893.568359375,19985.943359375,19914.625,19914.625,19801.80078125,19894.6484375
2022-10-05,14:00,USD,ISM Non-Manufacturing Prices ,68.7,,71.5,USD-ISM Non-Manufacturing Prices ,2022-10-04,2022-10-06,13:00,15:00,19623.583984375,20380.34375,19523.83984375,20336.84375,20161.0390625,20408.392578125,19900.087890625,19955.443359375,20335.900390625,20343.748046875,19801.80078125,20160.716796875,20036.4296875,20036.724609375,19872.755859375,19914.13671875,19897.0859375,19985.943359375,19893.568359375,19985.943359375,19914.625,19914.625,19801.80078125,19894.6484375
2022-10-05,14:30,USD,Crude Oil Inventories,-1356000.0,2052000.0,-215000.0,USD-Crude Oil Inventories,2022-10-04,2022-10-06,14:00,15:00,19623.583984375,20380.34375,19523.83984375,20336.84375,20161.0390625,20408.392578125,19900.087890625,19955.443359375,20335.900390625,20343.748046875,19801.80078125,20160.716796875,19914.625,19914.625,19801.80078125,19894.6484375,19897.0859375,19985.943359375,19893.568359375,19985.943359375,,,,
2022-10-06,12:30,USD,Initial Jobless Claims,219000.0,203000.0,190000.0,USD-Initial Jobless Claims,2022-10-05,2022-10-07,12:00,13:00,20335.900390625,20343.748046875,19801.80078125,20160.716796875,19957.55859375,20041.0859375,19395.79296875,19546.849609375,20161.0390625,20408.392578125,19900.087890625,19955.443359375,20235.689453125,20294.390625,20208.341796875,20208.341796875,20201.263671875,20252.951171875,20078.951171875,20165.482421875,,,,
2022-10-07,12:30,USD,Average Hourly Earnings (MoM) ,0.003,0.003,0.003,USD-Average Hourly Earnings (MoM) ,2022-10-06,2022-10-08,12:00,13:00,20161.0390625,20408.392578125,19900.087890625,19955.443359375,19546.328125,19601.6953125,19299.4140625,19416.568359375,19957.55859375,20041.0859375,19395.79296875,19546.849609375,19998.166015625,20026.64453125,19605.328125,19637.3203125,19649.57421875,19663.265625,19586.609375,19601.91015625,,,,
2022-10-07,12:30,USD,Nonfarm Payrolls ,263000.0,250000.0,315000.0,USD-Nonfarm Payrolls ,2022-10-06,2022-10-08,12:00,13:00,20161.0390625,20408.392578125,19900.087890625,19955.443359375,19546.328125,19601.6953125,19299.4140625,19416.568359375,19957.55859375,20041.0859375,19395.79296875,19546.849609375,19998.166015625,20026.64453125,19605.328125,19637.3203125,19649.57421875,19663.265625,19586.609375,19601.91015625,,,,
2022-10-07,12:30,USD,Unemployment Rate ,0.035,0.037,0.037,USD-Unemployment Rate ,2022-10-06,2022-10-08,12:00,13:00,20161.0390625,20408.392578125,19900.087890625,19955.443359375,19546.328125,19601.6953125,19299.4140625,19416.568359375,19957.55859375,20041.0859375,19395.79296875,19546.849609375,19998.166015625,20026.64453125,19605.328125,19637.3203125,19649.57421875,19663.265625,19586.609375,19601.91015625,,,,
2022-10-12,12:30,USD,PPI (MoM) ,0.004,0.002,-0.002,USD-PPI (MoM) ,2022-10-11,2022-10-13,12:00,13:00,19139.0,19241.9609375,18925.603515625,19051.41796875,19156.966796875,19453.328125,18319.822265625,19382.904296875,19052.646484375,19203.19921875,19029.7578125,19157.4453125,19124.421875,19139.03125,19030.04296875,19082.4921875,19083.48046875,19127.556640625,19054.1796875,19117.88671875,,,,
2022-10-12,17:00,USD,10-Year Note Auction,0.039,,0.033,USD-10-Year Note Auction,2022-10-11,2022-10-13,16:00,18:00,19139.0,19241.9609375,18925.603515625,19051.41796875,19156.966796875,19453.328125,18319.822265625,19382.904296875,19052.646484375,19203.19921875,19029.7578125,19157.4453125,19133.7890625,19134.63671875,19092.708984375,19104.44921875,19081.923828125,19143.54296875,19081.923828125,19116.658203125,19102.611328125,19109.341796875,19080.98828125,19080.98828125
2022-10-12,18:00,USD,FOMC Meeting Minutes,,,,USD-FOMC Meeting Minutes,2022-10-11,2022-10-13,17:00,19:00,19139.0,19241.9609375,18925.603515625,19051.41796875,19156.966796875,19453.328125,18319.822265625,19382.904296875,19052.646484375,19203.19921875,19029.7578125,19157.4453125,19102.611328125,19109.341796875,19080.98828125,19080.98828125,19117.62109375,19160.203125,19113.359375,19144.591796875,19081.923828125,19143.54296875,19081.923828125,19116.658203125
2022-10-13,6:00,EUR,German CPI (MoM) ,0.019,0.019,0.003,EUR-German CPI (MoM) ,2022-10-12,2022-10-14,05:00,07:00,19052.646484375,19203.19921875,19029.7578125,19157.4453125,19382.533203125,19889.146484375,19115.408203125,19185.65625,19156.966796875,19453.328125,18319.822265625,19382.904296875,19090.5546875,19107.8125,19063.30078125,19096.919921875,19066.994140625,19066.994140625,18981.197265625,19012.697265625,,,,
2022-10-13,12:30,USD,Core CPI (MoM) ,0.006,0.005,0.006,USD-Core CPI (MoM) ,2022-10-12,2022-10-14,12:00,13:00,19052.646484375,19203.19921875,19029.7578125,19157.4453125,19382.533203125,19889.146484375,19115.408203125,19185.65625,19156.966796875,19453.328125,18319.822265625,19382.904296875,18766.126953125,18772.3046875,18354.35546875,18403.58984375,18408.037109375,18470.35546875,18319.822265625,18454.548828125,,,,
2022-10-13,12:30,USD,CPI (MoM) ,0.004,0.002,0.002,USD-CPI (MoM) ,2022-10-12,2022-10-14,12:00,13:00,19052.646484375,19203.19921875,19029.7578125,19157.4453125,19382.533203125,19889.146484375,19115.408203125,19185.65625,19156.966796875,19453.328125,18319.822265625,19382.904296875,18766.126953125,18772.3046875,18354.35546875,18403.58984375,18408.037109375,18470.35546875,18319.822265625,18454.548828125,,,,
2022-10-13,12:30,USD,CPI (YoY) ,0.082,0.081,0.082,USD-CPI (YoY) ,2022-10-12,2022-10-14,12:00,13:00,19052.646484375,19203.19921875,19029.7578125,19157.4453125,19382.533203125,19889.146484375,19115.408203125,19185.65625,19156.966796875,19453.328125,18319.822265625,19382.904296875,18766.126953125,18772.3046875,18354.35546875,18403.58984375,18408.037109375,18470.35546875,18319.822265625,18454.548828125,,,,
2022-10-13,12:30,USD,Initial Jobless Claims,228000.0,225000.0,219000.0,USD-Initial Jobless Claims,2022-10-12,2022-10-14,12:00,13:00,19052.646484375,19203.19921875,19029.7578125,19157.4453125,19382.533203125,19889.146484375,19115.408203125,19185.65625,19156.966796875,19453.328125,18319.822265625,19382.904296875,18766.126953125,18772.3046875,18354.35546875,18403.58984375,18408.037109375,18470.35546875,18319.822265625,18454.548828125,,,,
2022-10-13,15:00,USD,Crude Oil Inventories,9880000.0,1750000.0,-1356000.0,USD-Crude Oil Inventories,2022-10-12,2022-10-14,14:00,16:00,19052.646484375,19203.19921875,19029.7578125,19157.4453125,19382.533203125,19889.146484375,19115.408203125,19185.65625,19156.966796875,19453.328125,18319.822265625,19382.904296875,18449.146484375,18491.240234375,18421.498046875,18441.09765625,18942.220703125,19135.91015625,18917.787109375,19094.1640625,18438.375,18966.025390625,18425.48046875,18925.740234375
2022-10-13,17:00,USD,30-Year Bond Auction,0.039,,0.035,USD-30-Year Bond Auction,2022-10-12,2022-10-14,16:00,18:00,19052.646484375,19203.19921875,19029.7578125,19157.4453125,19382.533203125,19889.146484375,19115.408203125,19185.65625,19156.966796875,19453.328125,18319.822265625,19382.904296875,18942.220703125,19135.91015625,18917.787109375,19094.1640625,19147.1796875,19419.92578125,19147.1796875,19419.92578125,19093.619140625,19177.0390625,19085.779296875,19147.681640625
2022-10-14,12:30,USD,Core Retail Sales (MoM) ,0.001,-0.001,-0.001,USD-Core Retail Sales (MoM) ,2022-10-13,2022-10-15,12:00,13:00,19156.966796875,19453.328125,18319.822265625,19382.904296875,19185.4375,19212.541015625,19019.25,19067.634765625,19382.533203125,19889.146484375,19115.408203125,19185.65625,19611.751953125,19821.396484375,19611.751953125,19819.482421875,19806.861328125,19806.861328125,19651.58984375,19663.771484375,,,,
2022-10-14,12:30,USD,Retail Sales (MoM) ,0.0,0.002,0.004,USD-Retail Sales (MoM) ,2022-10-13,2022-10-15,12:00,13:00,19156.966796875,19453.328125,18319.822265625,19382.904296875,19185.4375,19212.541015625,19019.25,19067.634765625,19382.533203125,19889.146484375,19115.408203125,19185.65625,19611.751953125,19821.396484375,19611.751953125,19819.482421875,19806.861328125,19806.861328125,19651.58984375,19663.771484375,,,,
2022-10-19,9:00,EUR,CPI (YoY) ,0.099,0.1,0.091,EUR-CPI (YoY) ,2022-10-18,2022-10-20,08:00,10:00,19550.466796875,19666.994140625,19144.76953125,19334.416015625,19138.0859375,19315.19921875,18971.458984375,19053.740234375,19335.02734375,19348.416015625,19127.6875,19139.53515625,19233.7578125,19233.7578125,19174.662109375,19202.51953125,19268.11328125,19274.72265625,19206.47265625,19217.0078125,,,,
2022-10-19,14:30,USD,Crude Oil Inventories,-1725000.0,1380000.0,9880000.0,USD-Crude Oil Inventories,2022-10-18,2022-10-20,14:00,15:00,19550.466796875,19666.994140625,19144.76953125,19334.416015625,19138.0859375,19315.19921875,18971.458984375,19053.740234375,19335.02734375,19348.416015625,19127.6875,19139.53515625,19130.1953125,19223.318359375,19129.73828125,19170.4453125,19169.2890625,19280.685546875,19166.130859375,19276.66796875,,,,
2022-10-20,12:30,USD,Initial Jobless Claims,214000.0,230000.0,226000.0,USD-Initial Jobless Claims,2022-10-19,2022-10-21,12:00,13:00,19335.02734375,19348.416015625,19127.6875,19139.53515625,19053.203125,19237.384765625,18770.970703125,19172.46875,19138.0859375,19315.19921875,18971.458984375,19053.740234375,19213.79296875,19255.412109375,19165.833984375,19165.833984375,19161.759765625,19211.025390625,19148.123046875,19206.2734375,,,,
2022-10-20,12:30,USD,Philadelphia Fed Manufacturing Index ,-8.7,-5.0,-9.9,USD-Philadelphia Fed Manufacturing Index ,2022-10-19,2022-10-21,12:00,13:00,19335.02734375,19348.416015625,19127.6875,19139.53515625,19053.203125,19237.384765625,18770.970703125,19172.46875,19138.0859375,19315.19921875,18971.458984375,19053.740234375,19213.79296875,19255.412109375,19165.833984375,19165.833984375,19161.759765625,19211.025390625,19148.123046875,19206.2734375,,,,
2022-10-20,14:00,USD,Existing Home Sales ,4710000.0,4700000.0,4780000.0,USD-Existing Home Sales ,2022-10-19,2022-10-21,13:00,15:00,19335.02734375,19348.416015625,19127.6875,19139.53515625,19053.203125,19237.384765625,18770.970703125,19172.46875,19138.0859375,19315.19921875,18971.458984375,19053.740234375,19161.759765625,19211.025390625,19148.123046875,19206.2734375,19301.927734375,19315.19921875,19264.533203125,19264.533203125,19201.626953125,19305.24609375,19190.201171875,19298.337890625
2022-10-24,13:45,USD,S&P Global US Manufacturing PMI ,49.9,51.0,52.0,USD-S&P Global US Manufacturing PMI ,2022-10-23,2022-10-25,13:00,14:00,19207.734375,19646.65234375,19124.197265625,19567.0078125,19344.96484375,20348.412109375,19261.447265625,20095.857421875,19567.76953125,19589.125,19206.32421875,19345.572265625,19374.267578125,19382.474609375,19326.466796875,19362.322265625,19365.1328125,19365.1328125,19206.32421875,19267.625,,,,
2022-10-24,13:45,USD,S&P Global Services PMI ,46.6,49.2,49.3,USD-S&P Global Services PMI ,2022-10-23,2022-10-25,13:00,14:00,19207.734375,19646.65234375,19124.197265625,19567.0078125,19344.96484375,20348.412109375,19261.447265625,20095.857421875,19567.76953125,19589.125,19206.32421875,19345.572265625,19374.267578125,19382.474609375,19326.466796875,19362.322265625,19365.1328125,19365.1328125,19206.32421875,19267.625,,,,
2022-10-25,14:00,USD,CB Consumer Confidence ,102.5,106.5,107.8,USD-CB Consumer Confidence ,2022-10-24,2022-10-26,13:00,15:00,19567.76953125,19589.125,19206.32421875,19345.572265625,20092.236328125,20938.134765625,20076.1171875,20770.44140625,19344.96484375,20348.412109375,19261.447265625,20095.857421875,19325.7421875,19492.076171875,19325.7421875,19492.076171875,19494.388671875,19766.810546875,19494.388671875,19750.052734375,19485.00390625,19503.748046875,19455.99609375,19494.392578125
2022-10-26,14:00,USD,New Home Sales ,603000.0,585000.0,677000.0,USD-New Home Sales ,2022-10-25,2022-10-27,13:00,15:00,19344.96484375,20348.412109375,19261.447265625,20095.857421875,20772.802734375,20854.044921875,20255.373046875,20285.8359375,20092.236328125,20938.134765625,20076.1171875,20770.44140625,20550.650390625,20571.841796875,20430.646484375,20564.3984375,20828.291015625,20909.998046875,20827.890625,20840.685546875,20554.357421875,20928.53515625,20554.357421875,20828.67578125
2022-10-26,14:30,USD,Crude Oil Inventories,2588000.0,1029000.0,-1725000.0,USD-Crude Oil Inventories,2022-10-25,2022-10-27,14:00,15:00,19344.96484375,20348.412109375,19261.447265625,20095.857421875,20772.802734375,20854.044921875,20255.373046875,20285.8359375,20092.236328125,20938.134765625,20076.1171875,20770.44140625,20554.357421875,20928.53515625,20554.357421875,20828.67578125,20828.291015625,20909.998046875,20827.890625,20840.685546875,,,,
2022-10-27,12:15,EUR,Deposit Facility Rate ,0.015,0.015,0.007,EUR-Deposit Facility Rate ,2022-10-26,2022-10-28,12:00,13:00,20092.236328125,20938.134765625,20076.1171875,20770.44140625,20287.95703125,20724.98046875,20086.068359375,20595.3515625,20772.802734375,20854.044921875,20255.373046875,20285.8359375,20603.9453125,20697.072265625,20581.123046875,20697.072265625,20703.83984375,20718.42578125,20484.90625,20484.90625,,,,
2022-10-27,12:15,EUR,ECB Interest Rate Decision ,0.02,0.02,0.013,EUR-ECB Interest Rate Decision ,2022-10-26,2022-10-28,12:00,13:00,20092.236328125,20938.134765625,20076.1171875,20770.44140625,20287.95703125,20724.98046875,20086.068359375,20595.3515625,20772.802734375,20854.044921875,20255.373046875,20285.8359375,20603.9453125,20697.072265625,20581.123046875,20697.072265625,20703.83984375,20718.42578125,20484.90625,20484.90625,,,,
2022-10-27,12:30,USD,Durable Goods Orders (MoM) ,0.004,0.006,0.002,USD-Durable Goods Orders (MoM) ,2022-10-26,2022-10-28,12:00,13:00,20092.236328125,20938.134765625,20076.1171875,20770.44140625,20287.95703125,20724.98046875,20086.068359375,20595.3515625,20772.802734375,20854.044921875,20255.373046875,20285.8359375,20603.9453125,20697.072265625,20581.123046875,20697.072265625,20703.83984375,20718.42578125,20484.90625,20484.90625,,,,
2022-10-27,12:30,USD,GDP (QoQ) ,0.026,0.024,-0.006,USD-GDP (QoQ) ,2022-10-26,2022-10-28,12:00,13:00,20092.236328125,20938.134765625,20076.1171875,20770.44140625,20287.95703125,20724.98046875,20086.068359375,20595.3515625,20772.802734375,20854.044921875,20255.373046875,20285.8359375,20603.9453125,20697.072265625,20581.123046875,20697.072265625,20703.83984375,20718.42578125,20484.90625,20484.90625,,,,
2022-10-27,12:30,USD,Initial Jobless Claims,217000.0,220000.0,214000.0,USD-Initial Jobless Claims,2022-10-26,2022-10-28,12:00,13:00,20092.236328125,20938.134765625,20076.1171875,20770.44140625,20287.95703125,20724.98046875,20086.068359375,20595.3515625,20772.802734375,20854.044921875,20255.373046875,20285.8359375,20603.9453125,20697.072265625,20581.123046875,20697.072265625,20703.83984375,20718.42578125,20484.90625,20484.90625,,,,
2022-10-27,12:45,EUR,ECB Press Conference,,,,EUR-ECB Press Conference,2022-10-26,2022-10-28,12:00,13:00,20092.236328125,20938.134765625,20076.1171875,20770.44140625,20287.95703125,20724.98046875,20086.068359375,20595.3515625,20772.802734375,20854.044921875,20255.373046875,20285.8359375,20603.9453125,20697.072265625,20581.123046875,20697.072265625,20703.83984375,20718.42578125,20484.90625,20484.90625,,,,
2022-10-28,8:00,EUR,German GDP (QoQ) ,0.003,-0.002,0.001,EUR-German GDP (QoQ) ,2022-10-27,2022-10-29,07:00,09:00,20772.802734375,20854.044921875,20255.373046875,20285.8359375,20595.103515625,20988.39453125,20566.484375,20818.4765625,20287.95703125,20724.98046875,20086.068359375,20595.3515625,20271.751953125,20271.810546875,20099.41015625,20099.41015625,20194.296875,20220.708984375,20166.927734375,20198.45703125,,,,
2022-10-28,12:00,EUR,German CPI (MoM) ,0.009,0.006,0.019,EUR-German CPI (MoM) ,2022-10-27,2022-10-29,11:00,13:00,20772.802734375,20854.044921875,20255.373046875,20285.8359375,20595.103515625,20988.39453125,20566.484375,20818.4765625,20287.95703125,20724.98046875,20086.068359375,20595.3515625,20188.04296875,20207.6328125,20147.498046875,20180.228515625,20213.21484375,20531.26953125,20213.21484375,20483.525390625,20181.33984375,20233.49609375,20132.498046875,20205.140625
2022-10-28,12:30,USD,Core PCE Price Index (MoM) ,0.005,0.005,0.005,USD-Core PCE Price Index (MoM) ,2022-10-27,2022-10-29,12:00,13:00,20772.802734375,20854.044921875,20255.373046875,20285.8359375,20595.103515625,20988.39453125,20566.484375,20818.4765625,20287.95703125,20724.98046875,20086.068359375,20595.3515625,20181.33984375,20233.49609375,20132.498046875,20205.140625,20213.21484375,20531.26953125,20213.21484375,20483.525390625,,,,
2022-10-28,12:30,USD,Core PCE Price Index (YoY) ,0.051,0.052,0.049,USD-Core PCE Price Index (YoY) ,2022-10-27,2022-10-29,12:00,13:00,20772.802734375,20854.044921875,20255.373046875,20285.8359375,20595.103515625,20988.39453125,20566.484375,20818.4765625,20287.95703125,20724.98046875,20086.068359375,20595.3515625,20181.33984375,20233.49609375,20132.498046875,20205.140625,20213.21484375,20531.26953125,20213.21484375,20483.525390625,,,,
2022-10-31,10:00,EUR,CPI (YoY) ,0.107,0.102,0.099,EUR-CPI (YoY) ,2022-10-30,2022-11-01,09:00,11:00,20817.982421875,20917.005859375,20547.462890625,20635.603515625,20494.8984375,20647.2890625,20359.845703125,20485.2734375,20633.6953125,20795.3203125,20287.458984375,20495.7734375,20494.478515625,20706.306640625,20480.76953125,20705.927734375,20738.947265625,20795.3203125,20727.61328125,20729.33984375,20703.041015625,20787.53125,20703.041015625,20737.41796875
2022-10-31,13:45,USD,Chicago PMI ,45.2,47.0,45.7,USD-Chicago PMI ,2022-10-30,2022-11-01,13:00,14:00,20817.982421875,20917.005859375,20547.462890625,20635.603515625,20494.8984375,20647.2890625,20359.845703125,20485.2734375,20633.6953125,20795.3203125,20287.458984375,20495.7734375,20703.609375,20740.625,20508.091796875,20508.091796875,20489.119140625,20489.119140625,20287.458984375,20337.130859375,,,,
2022-10-31,20:30,USD,U.S. President Biden Speaks,,,,USD-U.S. President Biden Speaks,2022-10-30,2022-11-01,20:00,21:00,20817.982421875,20917.005859375,20547.462890625,20635.603515625,20494.8984375,20647.2890625,20359.845703125,20485.2734375,20633.6953125,20795.3203125,20287.458984375,20495.7734375,20380.9453125,20431.88671875,20373.546875,20414.517578125,20414.216796875,20419.890625,20398.9296875,20419.890625,,,,
2022-11-01,13:45,USD,S&P Global US Manufacturing PMI ,50.4,49.9,49.9,USD-S&P Global US Manufacturing PMI ,2022-10-31,2022-11-02,13:00,14:00,20633.6953125,20795.3203125,20287.458984375,20495.7734375,20482.958984375,20742.810546875,20087.134765625,20159.50390625,20494.8984375,20647.2890625,20359.845703125,20485.2734375,20539.765625,20543.17578125,20393.923828125,20426.515625,20424.06640625,20459.97265625,20359.845703125,20410.962890625,,,,
2022-11-01,14:00,USD,ISM Manufacturing PMI ,50.2,50.0,50.9,USD-ISM Manufacturing PMI ,2022-10-31,2022-11-02,13:00,15:00,20633.6953125,20795.3203125,20287.458984375,20495.7734375,20482.958984375,20742.810546875,20087.134765625,20159.50390625,20494.8984375,20647.2890625,20359.845703125,20485.2734375,20539.765625,20543.17578125,20393.923828125,20426.515625,20408.916015625,20448.306640625,20400.166015625,20423.361328125,20424.06640625,20459.97265625,20359.845703125,20410.962890625
2022-11-01,14:00,USD,ISM Manufacturing Prices ,46.6,52.5,51.7,USD-ISM Manufacturing Prices ,2022-10-31,2022-11-02,13:00,15:00,20633.6953125,20795.3203125,20287.458984375,20495.7734375,20482.958984375,20742.810546875,20087.134765625,20159.50390625,20494.8984375,20647.2890625,20359.845703125,20485.2734375,20539.765625,20543.17578125,20393.923828125,20426.515625,20408.916015625,20448.306640625,20400.166015625,20423.361328125,20424.06640625,20459.97265625,20359.845703125,20410.962890625
2022-11-01,14:00,USD,JOLTs Job Openings ,10717000.0,10000000.0,10280000.0,USD-JOLTs Job Openings ,2022-10-31,2022-11-02,13:00,15:00,20633.6953125,20795.3203125,20287.458984375,20495.7734375,20482.958984375,20742.810546875,20087.134765625,20159.50390625,20494.8984375,20647.2890625,20359.845703125,20485.2734375,20539.765625,20543.17578125,20393.923828125,20426.515625,20408.916015625,20448.306640625,20400.166015625,20423.361328125,20424.06640625,20459.97265625,20359.845703125,20410.962890625
2022-11-02,12:15,USD,ADP Nonfarm Employment Change ,239000.0,195000.0,192000.0,USD-ADP Nonfarm Employment Change ,2022-11-01,2022-11-03,12:00,13:00,20494.8984375,20647.2890625,20359.845703125,20485.2734375,20162.689453125,20382.095703125,20086.240234375,20209.98828125,20482.958984375,20742.810546875,20087.134765625,20159.50390625,20439.255859375,20439.54296875,20400.564453125,20401.21875,20401.5234375,20422.3046875,20383.419921875,20403.150390625,,,,
